STATE,STATEFIPS,COUNTY,COUNTYFIPS,ID,adjust,GEO,YEAR,TP-TotPop,freshPer,PS-GWPop,PS-SWPop,PS-TOPop,PS-WGWFr,PS-WGWSa,PS-WGWTo,PS-WSWFr,PS-WSWSa,PS-WSWTo,PS-WFrTo,PS-WSaTo,PS-Wtotl,DO-SSPop,DO-WGWFr,DO-WSWFr,DO-WFrTo,DO-SSPCp,DO-PSDel,DO-PSPCp,DO-WDelv ,IN-WGWFr,IN-WGWSa,IN-WGWTo,IN-WSWFr,IN-WSWSa,IN-WSWTo,IN-WFrTo,IN-WSaTo,IN-Wtotl,IR-WGWFr,IR-WSWFr,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IC-WGWFr,IC-WSWFr,IC-WFrTo,IC-RecWW,IC-CUsFr,IC-IrSpr,IC-IrMic,IC-IrSur,IC-IrTot,IG-WGWFr,IG-WSWFr,IG-WFrTo,IG-RecWW,IG-CUsFr,IG-IrSpr,IG-IrMic,IG-IrSur,IG-IrTot,LI-WGWFr,LI-WSWFr,LI-WFrTo,AQ-WGWFr,AQ-WGWSa,AQ-WGWTo,AQ-WSWFr,AQ-WSWSa,AQ-WSWTo,AQ-WFrTo,AQ-WSaTo,AQ-Wtotl,MI-WGWFr,MI-WGWSa,MI-WGWTo,MI-WSWFr,MI-WSWSa,MI-WSWTo,MI-WFrTo,MI-WSaTo,MI-Wtotl,PT-WGWFr,PT-WGWSa,PT-WGWTo,PT-WSWFr,PT-WSWSa,PT-WSWTo,PT-WFrTo,PT-WSaTo,PT-Wtotl,PT-RecWW,PT-PSDel,PT-CUsFr,PT-CUsSa,PT-CUTot,PT-Power,PO-WGWFr,PO-WGWSa,PO-WGWTo,PO-WSWFr,PO-WSWSa,PO-WSWTo,PO-WFrTo,PO-WSaTo,PO-Wtotl,PO-RecWW,PO-PSDel,PO-CUsFr,PO-CUsSa,PO-CUTot,PO-Power,PC-WGWFr,PC-WGWSa,PC-WGWTo,PC-WSWFr,PC-WSWSa,PC-WSWTo,PC-WFrTo,PC-WSaTo,PC-Wtotl,PC-RecWW,PC-PSDel,PC-CUsFr,PC-CUsSa,PC-CUTot,PC-Power,TO-WGWFr,TO-WGWSa,TO-WGWTo,TO-WSWFr,TO-WSWSa,TO-WSWTo,TO-WFrTo,TO-WSaTo,TO-Wtotl,TO-CUsFrPartial,TO-CUsSaPartial,TO-CUTotPartial
WV,54,Kanawha County,39,54039,,0500000US54039,2015,188.332,1.806118981,0,175.902,175.902,0,0,0,32.16,0,32.16,32.16,0,32.16,12.43,0.99,0,0.99,80,14.02,80,15.01,0,0,0,213.67,0,213.67,213.67,0,213.67,0,0.22,0.22,0,0.19,0.15,0,0.07,0.22,0,0,0,--,0,0,0,0,0,0,0.22,0.22,0,0.19,0.15,0,0.07,0.22,0,0.02,0.02,0,0,0,0.02,0,0.02,0.02,0,0.02,1.79,0.04,1.83,2.15,0,2.15,3.94,0.04,3.98,0,0,0,89.13,0,89.13,89.13,0,89.13,--,0,0.72,0,0.72,543.14,0,0,0,89.13,0,89.13,89.13,0,89.13,--,0,0.72,0,0.72,543.14,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,2.78,0.04,2.82,337.37,0,337.37,340.15,0.04,340.19,0.91,0,0.91
WV,54,Lewis County,41,54041,,0500000US54041,2015,16.448,0.105787938,0,11.497,11.497,0,0,0,1.08,0,1.08,1.08,0,1.08,4.951,0.4,0,0.4,81,0.79,69,1.19,0,0,0,0.08,0,0.08,0.08,0,0.08,0,0.07,0.07,0,0.06,0.05,0,0.02,0.07,0,0,0,--,0,0,0,0,0,0,0.07,0.07,0,0.06,0.05,0,0.02,0.07,0.01,0.06,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0,0.04,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0.41,0,0.41,1.33,0,1.33,1.74,0,1.74,0.06,0,0.06
WV,54,Lincoln County,43,54043,,0500000US54043,2015,21.415,0.051365865,0,11.5,11.5,0,0,0,0.3,0,0.3,0.3,0,0.3,9.915,0.79,0,0.79,80,0.34,30,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,--,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0.79,0,0.79,0.31,0,0.31,1.1,0,1.1,0,0,0
WV,54,Logan County,45,54045,,0500000US54045,2015,34.707,0.335090904,0,26.69,26.69,0,0,0,4.29,0,4.29,4.29,0,4.29,8.017,0.64,0,0.64,80,1.62,61,2.26,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.03,0.02,0,0.01,0.03,0,0,0,--,0,0,0,0,0,0,0.04,0.04,0,0.03,0.02,0,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,5.43,0,5.43,1.23,0,1.23,6.66,0,6.66,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,6.07,0,6.07,5.56,0,5.56,11.63,0,11.63,0.03,0,0.03
WV,54,McDowell County,47,54047,,0500000US54047,2015,19.835,0.195109655,13.746,0,13.746,2.9,0,2.9,0,0,0,2.9,0,2.9,6.089,0.49,0,0.49,80,1.32,96,1.81,0,0,0,0.01,0,0.01,0.01,0,0.01,0,0.01,0.01,0,0.01,0.01,0,0,0.01,0,0,0,--,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.09,0.38,0.17,0,0.17,0.46,0.09,0.55,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,3.68,0.09,3.77,0.19,0,0.19,3.87,0.09,3.96,0.01,0,0.01
WV,54,Marion County,49,54049,,0500000US54049,2015,56.925,0.21027668,0.432,53.704,54.136,0.07,0,0.07,8.14,0,8.14,8.21,0,8.21,2.789,0.22,0,0.22,79,4.8,89,5.02,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0.07,0.08,0,0.03,0.11,0,0,0,--,0,0.02,0,0.01,0.03,0,0.08,0.08,0,0.07,0.06,0,0.02,0.08,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0.81,0.2,1.01,1.24,0,1.24,2.05,0.2,2.25,0,0,0,1.37,0,1.37,1.37,0,1.37,--,0,0.98,0,0.98,515.59,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,1.37,0,1.37,1.37,0,1.37,--,0,0.98,0,0.98,515.59,1.1,0.2,1.3,10.87,0,10.87,11.97,0.2,12.17,1.05,0,1.05
WV,54,Marshall County,51,54051,,0500000US54051,2015,31.978,6.253987116,24.437,3.768,28.205,4.05,0,4.05,0.62,0,0.62,4.67,0,4.67,3.773,0.3,0,0.3,80,3.59,127,3.89,0.63,3.05,3.68,115.07,0,115.07,115.7,3.05,118.75,0,0.04,0.04,0,0.03,0.04,0,0.01,0.05,0,0,0,--,0,0.01,0,0,0.01,0,0.04,0.04,0,0.03,0.03,0,0.01,0.04,0.02,0.05,0.07,0,0,0,0,0,0,0,0,0,1.27,0.67,1.94,1.96,0,1.96,3.23,0.67,3.9,0.05,0,0.05,75.93,0,75.93,75.98,0,75.98,--,0,10.73,0,10.73,5630.84,0.03,0,0.03,61.36,0,61.36,61.39,0,61.39,--,0,0.31,0,0.31,263.02,0.02,0,0.02,14.57,0,14.57,14.59,0,14.59,--,0,10.42,0,10.42,5367.82,6.32,3.72,10.04,193.67,0,193.67,199.99,3.72,203.71,10.76,0,10.76
WV,54,Mason County,53,54053,,0500000US54053,2015,27.037,5.01682879,21.63,0,21.63,2.33,0,2.33,0,0,0,2.33,0,2.33,5.407,0.43,0,0.43,80,1.4,65,1.83,0.7,0,0.7,0,0,0,0.7,0,0.7,0,0.08,0.08,0,0.07,0.23,0,0.11,0.34,0,0.02,0.02,--,0.02,0.19,0,0.09,0.28,0,0.06,0.06,0,0.05,0.04,0,0.02,0.06,0.05,0.09,0.14,0.13,0,0.13,0,0,0,0.13,0,0.13,0.08,0,0.08,0.16,0,0.16,0.24,0,0.24,1.14,0,1.14,130.45,0,130.45,131.59,0,131.59,--,0.01,12.13,0,12.13,8056.48,0,0,0,118.49,0,118.49,118.49,0,118.49,--,0.01,1.57,0,1.57,593.26,1.14,0,1.14,11.96,0,11.96,13.1,0,13.1,--,0,10.56,0,10.56,7463.22,4.86,0,4.86,130.78,0,130.78,135.64,0,135.64,12.2,0,12.2
WV,54,Mercer County,55,54055,,0500000US54055,2015,61.164,0.086488784,2.373,46.435,48.808,0.17,0,0.17,3.41,0,3.41,3.58,0,3.58,12.356,0.99,0,0.99,80,3.5,72,4.49,0,0,0,0.11,0,0.11,0.11,0,0.11,0,0.04,0.04,0,0.03,0.04,0,0.01,0.05,0,0,0,--,0,0.01,0,0,0.01,0,0.04,0.04,0,0.03,0.03,0,0.01,0.04,0,0.05,0.05,0,0,0,0.36,0,0.36,0.36,0,0.36,0.08,0,0.08,0.08,0,0.08,0.16,0,0.16,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,1.24,0,1.24,4.05,0,4.05,5.29,0,5.29,0.03,0,0.03
WV,54,Mineral County,57,54057,,0500000US54057,2015,27.451,0.095078504,0.894,19.53,20.424,0.07,0,0.07,1.5,0,1.5,1.57,0,1.57,7.027,0.56,0,0.56,80,1.26,62,1.82,0.25,0,0.25,0,0,0,0.25,0,0.25,0.02,0.02,0.04,0,0.03,0.08,0,0.03,0.11,0,0,0,--,0,0.05,0,0.02,0.07,0.02,0.02,0.04,0,0.03,0.03,0,0.01,0.04,0.04,0.1,0.14,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.03,0,0.03,0.05,0,0.05,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0.96,0,0.96,1.65,0,1.65,2.61,0,2.61,0.03,0,0.03
WV,54,Mingo County,59,54059,,0500000US54059,2015,25.292,0.266092045,0,13.278,13.278,0,0,0,4.02,0,4.02,4.02,0,4.02,12.014,0.96,0,0.96,80,1.47,111,2.43,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0.06,0.05,0,0.02,0.07,0,0,0,--,0,0,0,0,0,0,0.07,0.07,0,0.06,0.05,0,0.02,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.02,0.5,1.2,0,1.2,1.68,0.02,1.7,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,1.44,0.02,1.46,5.29,0,5.29,6.73,0.02,6.75,0.06,0,0.06
WV,54,Monongalia County,61,54061,,0500000US54061,2015,104.236,1.058559423,0,98.503,98.503,0,0,0,10.87,0,10.87,10.87,0,10.87,5.733,0.46,0,0.46,80,8.03,82,8.49,0,0,0,0,0,0,0,0,0,0.01,0.33,0.34,0,0.29,0.25,0,0.1,0.35,0,0,0,--,0,0.01,0,0,0.01,0.01,0.33,0.34,0,0.29,0.24,0,0.1,0.34,0.01,0.05,0.06,0,0,0,9.22,0,9.22,9.22,0,9.22,0.25,0,0.25,1.88,0,1.88,2.13,0,2.13,0,0,0,87.26,0,87.26,87.26,0,87.26,--,0.21,10.45,0,10.45,10758.05,0,0,0,72.78,0,72.78,72.78,0,72.78,--,0,0.7,0,0.7,405.91,0,0,0,14.48,0,14.48,14.48,0,14.48,--,0.21,9.75,0,9.75,10352.14,0.73,0,0.73,109.61,0,109.61,110.34,0,110.34,10.74,0,10.74
WV,54,Monroe County,63,54063,,0500000US54063,2015,13.506,0.114763809,1.917,4.728,6.645,0.14,0,0.14,0.35,0,0.35,0.49,0,0.49,6.861,0.55,0,0.55,80,0.52,78,1.07,0.01,0,0.01,0.08,0,0.08,0.09,0,0.09,0,0.04,0.04,0,0.03,0.04,0,0.02,0.06,0,0,0,--,0,0.01,0,0.01,0.02,0,0.04,0.04,0,0.03,0.03,0,0.01,0.04,0.03,0.22,0.25,0,0,0,0.13,0,0.13,0.13,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0.73,0,0.73,0.82,0,0.82,1.55,0,1.55,0.03,0,0.03
WV,54,Morgan County,65,54065,,0500000US54065,2015,17.524,0.307007533,0.146,7.652,7.798,0.01,0,0.01,0.54,0,0.54,0.55,0,0.55,9.726,0.78,0,0.78,80,0.55,71,1.33,0.02,0,0.02,0,0,0,0.02,0,0.02,0.04,0.04,0.08,0,0.07,0.09,0,0.05,0.14,0,0,0,--,0,0.03,0,0.02,0.05,0.04,0.04,0.08,0,0.07,0.06,0,0.03,0.09,0,0.02,0.02,0.58,0,0.58,1.46,0,1.46,2.04,0,2.04,0.17,0,0.17,1.72,0,1.72,1.89,0,1.89,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,1.6,0,1.6,3.78,0,3.78,5.38,0,5.38,0.07,0,0.07
WV,54,Nicholas County,67,54067,,0500000US54067,2015,25.594,0.157458779,0,18.249,18.249,0,0,0,2.78,0,2.78,2.78,0,2.78,7.345,0.59,0,0.59,80,1.91,105,2.5,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.03,0.04,0,0.01,0.05,0,0,0,--,0,0.01,0,0,0.01,0,0.04,0.04,0,0.03,0.03,0,0.01,0.04,0,0.06,0.06,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.52,0,0.52,0.56,0,0.56,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0.63,0,0.63,3.4,0,3.4,4.03,0,4.03,0.03,0,0.03
WV,54,Ohio County,69,54069,,0500000US54069,2015,43.066,0.22059165,6.629,35.016,41.645,1.23,0,1.23,6.47,0,6.47,7.7,0,7.7,1.421,0.11,0,0.11,77,3.92,94,4.03,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,0.16,0.14,0,0.06,0.2,0,0,0,--,0,0,0,0,0,0,0.19,0.19,0,0.16,0.14,0,0.06,0.2,0.02,0.02,0.04,0,0,0,0,0,0,0,0,0,0.32,0,0.32,1.14,0,1.14,1.46,0,1.46,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,1.68,0,1.68,7.82,0,7.82,9.5,0,9.5,0.16,0,0.16
WV,54,Pendleton County,71,54071,,0500000US54071,2015,7.229,0.345829299,0.376,2.891,3.267,0.04,0,0.04,0.27,0,0.27,0.31,0,0.31,3.962,0.32,0,0.32,81,0.26,80,0.58,0,0,0,0,0,0,0,0,0,0.02,0.02,0.04,0,0.03,0.03,0,0.02,0.05,0,0,0,--,0,0,0,0,0,0.02,0.02,0.04,0,0.03,0.03,0,0.02,0.05,0.33,0.19,0.52,0.01,0,0.01,1.3,0,1.3,1.31,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0.72,0,0.72,1.78,0,1.78,2.5,0,2.5,0.03,0,0.03
WV,54,Pleasants County,73,54073,,0500000US54073,2015,7.674,3.8676049,5.525,0,5.525,0.57,0,0.57,0,0,0,0.57,0,0.57,2.149,0.17,0,0.17,79,0.38,69,0.55,4.65,0,4.65,0,0,0,4.65,0,4.65,0,0.02,0.02,0,0.02,0.01,0,0.01,0.02,0,0,0,--,0,0,0,0,0,0,0.02,0.02,0,0.02,0.01,0,0.01,0.02,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.26,0,24.26,24.26,0,24.26,--,0.02,16.66,0,16.66,7047.53,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,24.26,0,24.26,24.26,0,24.26,--,0.02,16.66,0,16.66,7047.53,5.39,0,5.39,24.29,0,24.29,29.68,0,29.68,16.68,0,16.68
WV,54,Pocahontas County,75,54075,,0500000US54075,2015,8.607,0.444986639,0.306,3.464,3.77,0.03,0,0.03,0.35,0,0.35,0.38,0,0.38,4.837,0.39,0,0.39,81,0.24,64,0.63,0,0,0,1.07,0,1.07,1.07,0,1.07,0,0.07,0.07,0,0.06,0.06,0,0.01,0.07,0,0,0,--,0,0.01,0,0,0.01,0,0.07,0.07,0,0.06,0.05,0,0.01,0.06,0,0.11,0.11,0,0,0,1.81,0,1.81,1.81,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0.42,0,0.42,3.41,0,3.41,3.83,0,3.83,0.06,0,0.06
WV,54,Preston County,77,54077,,0500000US54077,2015,33.94,0.107248085,10.064,9.961,20.025,1.11,0,1.11,1.1,0,1.1,2.21,0,2.21,13.915,1.11,0,1.11,80,1.91,95,3.02,0.01,0,0.01,0,0,0,0.01,0,0.01,0,0.09,0.09,0,0.08,0.1,0,0.05,0.15,0,0,0,--,0,0.04,0,0.02,0.06,0,0.09,0.09,0,0.08,0.06,0,0.03,0.09,0.05,0.15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0,0.02,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,2.28,0,2.28,1.36,0,1.36,3.64,0,3.64,0.08,0,0.08
WV,54,Putnam County,79,54079,,0500000US54079,2015,56.848,0.64857163,0,46.388,46.388,0,0,0,2.61,0,2.61,2.61,0,2.61,10.46,0.84,0,0.84,80,3.89,84,4.73,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0,0.09,0.17,0,0.06,0.23,0,0,0,--,0,0.09,0,0.03,0.12,0,0.11,0.11,0,0.09,0.08,0,0.03,0.11,0,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.27,0,33.27,33.27,0,33.27,--,0.02,18.42,0,18.42,14072.15,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,33.27,0,33.27,33.27,0,33.27,--,0.02,18.42,0,18.42,14072.15,0.84,0,0.84,36.03,0,36.03,36.87,0,36.87,18.51,0,18.51
WV,54,Raleigh County,81,54081,,0500000US54081,2015,77.51,0.228228616,20.272,51.425,71.697,2.8,0,2.8,7.09,0,7.09,9.89,0,9.89,5.813,0.47,0,0.47,81,6.05,84,6.52,0,0,0,0.24,0,0.24,0.24,0,0.24,0.01,0.3,0.31,0,0.26,0.24,0,0.1,0.34,0,0,0,--,0,0.03,0,0.01,0.04,0.01,0.3,0.31,0,0.26,0.21,0,0.09,0.3,0,0.03,0.03,0,0,0,4.33,0,4.33,4.33,0,4.33,0.49,0.11,0.6,1.93,0,1.93,2.42,0.11,2.53,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,3.77,0.11,3.88,13.92,0,13.92,17.69,0.11,17.8,0.26,0,0.26
WV,54,Randolph County,83,54083,,0500000US54083,2015,29.126,0.435349859,2.374,18.218,20.592,0.32,0,0.32,2.43,0,2.43,2.75,0,2.75,8.534,0.68,0,0.68,80,1.55,75,2.23,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0.01,0,0.01,0.02,0,0,0,--,0,0,0,0,0,0,0.02,0.02,0,0.02,0.01,0,0.01,0.02,0.02,0.07,0.09,7.18,0,7.18,1.81,0,1.81,8.99,0,8.99,0.07,0,0.07,0.08,0,0.08,0.15,0,0.15,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,8.27,0,8.27,4.41,0,4.41,12.68,0,12.68,0.02,0,0.02
WV,54,Ritchie County,85,54085,,0500000US54085,2015,9.982,0.196353436,0,5.36,5.36,0,0,0,0.48,0,0.48,0.48,0,0.48,4.622,0.37,0,0.37,80,0.49,91,0.86,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0.01,0,0.01,0.02,0,0,0,--,0,0,0,0,0,0,0.02,0.02,0,0.02,0.01,0,0.01,0.02,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,1.01,1.01,0,1.01,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0.37,0,0.37,1.59,0,1.59,1.96,0,1.96,0.02,0,0.02
WV,54,Roane County,87,54087,,0500000US54087,2015,14.435,0.103914098,0,7.564,7.564,0,0,0,0.85,0,0.85,0.85,0,0.85,6.871,0.55,0,0.55,80,0.67,89,1.22,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,0.02,0,0.01,0.03,0,0,0,--,0,0,0,0,0,0,0.02,0.02,0,0.02,0.02,0,0.01,0.03,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0.55,0,0.55,0.95,0,0.95,1.5,0,1.5,0.02,0,0.02
WV,54,Summers County,89,54089,,0500000US54089,2015,13.239,0.234912002,0,7.189,7.189,0,0,0,2.49,0,2.49,2.49,0,2.49,6.05,0.48,0,0.48,79,0.53,74,1.01,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0.07,0.06,0,0.03,0.09,0,0,0,--,0,0.01,0,0,0.01,0,0.08,0.08,0,0.07,0.05,0,0.03,0.08,0.01,0.05,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0.49,0,0.49,2.62,0,2.62,3.11,0,3.11,0.07,0,0.07
WV,54,Taylor County,91,54091,,0500000US54091,2015,16.912,0.182119205,0,14.324,14.324,0,0,0,1.82,0,1.82,1.82,0,1.82,2.588,0.21,0,0.21,81,1.1,77,1.31,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.03,0.03,0,0.01,0.04,0,0,0,--,0,0,0,0,0,0,0.04,0.04,0,0.03,0.03,0,0.01,0.04,0.01,0.04,0.05,0,0,0,0,0,0,0,0,0,0.27,0.14,0.41,0.69,0,0.69,0.96,0.14,1.1,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0.49,0.14,0.63,2.59,0,2.59,3.08,0.14,3.22,0.03,0,0.03
WV,54,Tucker County,93,54093,,0500000US54093,2015,6.966,0.203847258,0.56,4.037,4.597,0.07,0,0.07,0.54,0,0.54,0.61,0,0.61,2.369,0.19,0,0.19,80,0.3,65,0.49,0,0,0,0.17,0,0.17,0.17,0,0.17,0,0.07,0.07,0,0.06,0.05,0,0.02,0.07,0,0,0,--,0,0,0,0,0,0,0.07,0.07,0,0.06,0.05,0,0.02,0.07,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.36,0.36,0,0.36,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0.26,0,0.26,1.16,0,1.16,1.42,0,1.42,0.06,0,0.06
WV,54,Tyler County,95,54095,,0500000US54095,2015,8.975,0.783286908,2.76,2.733,5.493,0.29,0,0.29,0.28,0,0.28,0.57,0,0.57,3.482,0.28,0,0.28,80,0.56,102,0.84,5.37,0,5.37,0,0,0,5.37,0,5.37,0,0.02,0.02,0,0.02,0.03,0,0,0.03,0,0,0,--,0,0.01,0,0,0.01,0,0.02,0.02,0,0.02,0.02,0,0,0.02,0.01,0.03,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0,0.75,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,5.95,0,5.95,1.08,0,1.08,7.03,0,7.03,0.02,0,0.02
WV,54,Upshur County,97,54097,,0500000US54097,2015,24.758,0.115922126,0,17.9,17.9,0,0,0,2.11,0,2.11,2.11,0,2.11,6.858,0.55,0,0.55,80,1.34,75,1.89,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0.05,0.05,0,0.03,0.08,0,0,0,--,0,0.01,0,0.01,0.02,0,0.06,0.06,0,0.05,0.04,0,0.02,0.06,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0.04,0.02,0.06,0.03,0,0.03,0.07,0.02,0.09,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0.59,0.02,0.61,2.28,0,2.28,2.87,0.02,2.89,0.05,0,0.05
WV,54,Wayne County,99,54099,,0500000US54099,2015,40.971,0.10958971,0,31.712,31.712,0,0,0,2.91,0,2.91,2.91,0,2.91,9.259,0.74,0,0.74,80,2.57,81,3.31,0,0,0,0.26,0,0.26,0.26,0,0.26,0,0.04,0.04,0,0.03,0.04,0,0.01,0.05,0,0,0,--,0,0.01,0,0,0.01,0,0.04,0.04,0,0.03,0.03,0,0.01,0.04,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.46,0,0.46,0.52,0,0.52,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,0.8,0,0.8,3.69,0,3.69,4.49,0,4.49,0.03,0,0.03
